Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Region
Jung Lovers,Sweet Spot Slot > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112526068/jung-lovers,3.0,Sport,5.10b/c,1,65.0,48.903909999999996,-119.41733,Okanogan
The Middle Way,South End - Middle Tier > Bowsaw Ridge - South End > Upper Canyon - South Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112563096/the-middle-way,4.0,Trad,5.7,1,55.0,48.89366,-119.4161,Okanogan
Two Left Feet,South End - Middle Tier > Bowsaw Ridge - South End > Upper Canyon - South Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112563133/two-left-feet,3.0,Sport,5.8,1,60.0,48.89366,-119.4161,Okanogan
Little Pine,South End - Middle Tier > Bowsaw Ridge - South End > Upper Canyon - South Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112573730/little-pine,3.0,Trad,5.7,1,55.0,48.89366,-119.4161,Okanogan
The Zig Zag Way,South End - Middle Tier > Bowsaw Ridge - South End > Upper Canyon - South Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112798097/the-zig-zag-way,3.0,Sport,5.10d,1,65.0,48.89366,-119.4161,Okanogan
Sidepull,South End - Lower Tier > Bowsaw Ridge - South End > Upper Canyon - South Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112798129/sidepull,1.0,TR,5.11b,1,60.0,48.89348,-119.41618999999999,Okanogan
Little Oblivion,The Shaman's Stone > Indian Rocks > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108364663/little-oblivion,2.0,TR,5.12+,1,40.0,48.9046,-119.41998000000001,Okanogan
Flight of the Shaman,The Shaman's Stone > Indian Rocks > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108364669/flight-of-the-shaman,2.0,Sport,5.11,1,30.0,48.9046,-119.41998000000001,Okanogan
Bright Phoebus,Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108422550/bright-phoebus,3.0,Sport,5.10a,1,80.0,48.904340000000005,-119.40991000000001,Okanogan
Shadow of the Hierophant,Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108428646/shadow-of-the-hierophant,2.0,Trad,5.9,1,85.0,48.904340000000005,-119.40991000000001,Okanogan
Gift of the Magi,Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108807372/gift-of-the-magi,2.0,Sport,5.7,1,65.0,48.904340000000005,-119.40991000000001,Okanogan
No Foolin',Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108807393/no-foolin,3.0,Sport,5.8,1,80.0,48.904340000000005,-119.40991000000001,Okanogan
April Fool,Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108807401/april-fool,1.0,Trad,5.8,1,60.0,48.904340000000005,-119.40991000000001,Okanogan
Fools Rush In,Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108807411/fools-rush-in,2.0,Trad,5.9,1,50.0,48.904340000000005,-119.40991000000001,Okanogan
Fool's Gold,Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108820955/fools-gold,1.0,Sport,5.7,1,40.0,48.904340000000005,-119.40991000000001,Okanogan
Fool Proof,Upper East Canyon > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108829169/fool-proof,1.0,Trad,5.7,1,40.0,48.904340000000005,-119.40991000000001,Okanogan
Sunrise,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108162953/sunrise,0.0,Sport,5.10 R,1,100.0,48.8768,-119.8973,Okanogan
In White Helmets,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108162961/in-white-helmets,-1.0,Sport,5.8,1,100.0,48.8768,-119.8973,Okanogan
Kim-eality,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108162968/kim-eality,1.0,Sport,5.7,1,100.0,48.8768,-119.8973,Okanogan
Gravity's Rainbow,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108162975/gravitys-rainbow,2.0,Sport,5.8,1,100.0,48.8768,-119.8973,Okanogan
The Garden Path,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108162994/the-garden-path,1.0,Trad,5.7,1,125.0,48.8768,-119.8973,Okanogan
T Time,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108163015/t-time,3.0,Sport,5.9,1,100.0,48.8768,-119.8973,Okanogan
A Clockwork Orange,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108163020/a-clockwork-orange,2.0,Trad,5.8,1,100.0,48.8768,-119.8973,Okanogan
Lost and Found,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108163029/lost-and-found,2.0,Sport,5.10d,1,105.0,48.8768,-119.8973,Okanogan
Zen Caterpillar,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/108163046/zen-caterpillar,3.0,Sport,5.12a,1,80.0,48.8768,-119.8973,Okanogan
Weather Station,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/109092328/weather-station,-1.0,Sport,5.8 PG13,1,60.0,48.8768,-119.8973,Okanogan
Peakin' At Windy,Toats Coulee - Middle Fork (Loomis) > Okanogan > Washington,https://www.mountainproject.com/route/109092346/peakin-at-windy,-1.0,Sport,5.7,1,70.0,48.8768,-119.8973,Okanogan
Steppin' Up,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210097/steppin-up,3.0,Sport,5.11a/b,1,35.0,48.89239,-118.69927,Okanogan
Sunrise Redeemer,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210433/sunrise-redeemer,2.0,"Trad, Sport",5.10c,1,145.0,48.89239,-118.69927,Okanogan
Riding the Sturgeon,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210460/riding-the-sturgeon,2.0,"Trad, Sport",5.11b/c,1,150.0,48.89239,-118.69927,Okanogan
Waiting for the Phil,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210483/waiting-for-the-phil,0.0,Trad,5.10b/c PG13,2,165.0,48.89239,-118.69927,Okanogan
Walking on Airete,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210499/walking-on-airete,1.0,"Trad, Sport",5.11a,1,80.0,48.89239,-118.69927,Okanogan
Fall From Grace,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210619/fall-from-grace,1.0,"Trad, Sport",5.12,1,90.0,48.89239,-118.69927,Okanogan
In Watermelon Sugar,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210643/in-watermelon-sugar,1.0,Trad,5.11d,1,150.0,48.89239,-118.69927,Okanogan
Steppin' Out,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210655/steppin-out,1.0,Trad,5.7,2,190.0,48.89239,-118.69927,Okanogan
Steppin' In,Morning Rock - East Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/112907605/steppin-in,2.0,Trad,5.10a,1,30.0,48.89239,-118.69927,Okanogan
In Depth,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210058/in-depth,4.0,Trad,5.9+ R,3,240.0,48.89239,-118.69927,Okanogan
Pap Smear,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210516/pap-smear,2.0,Sport,5.11b,1,80.0,48.89239,-118.69927,Okanogan
The Testes Test,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210534/the-testes-test,3.0,Trad,5.11a,1,80.0,48.89239,-118.69927,Okanogan
Layaway,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210552/layaway,2.0,"Trad, TR",5.10,1,65.0,48.89239,-118.69927,Okanogan
Orgone Donor,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210558/orgone-donor,2.0,"Trad, Sport",5.11d,1,80.0,48.89239,-118.69927,Okanogan
The Sacrificial Ham,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210572/the-sacrificial-ham,1.0,"Trad, Sport",5.12b,1,145.0,48.89239,-118.69927,Okanogan
The Eucaristic Barbecue,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210596/the-eucaristic-barbecue,2.0,"Trad, Sport",5.11c,1,145.0,48.89239,-118.69927,Okanogan
Road to Nowhere,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210609/road-to-nowhere,1.0,Trad,5.12c,1,75.0,48.89239,-118.69927,Okanogan
TLB,Morning Rock - Central > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210757/tlb,2.5,Sport,5.10d,1,30.0,48.89239,-118.69927,Okanogan
Steppin' Wolf In Sheep's Clothing,Morning Rock - West Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210124/steppin-wolf-in-sheeps-clothing,3.0,Sport,5.11d,1,55.0,48.89239,-118.69927,Okanogan
Tender Foot,Morning Rock - West Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210687/tender-foot,2.0,"Trad, Sport",5.10a,1,115.0,48.89239,-118.69927,Okanogan
Trad Gone Bad,Morning Rock - West Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210708/trad-gone-bad,1.0,"Trad, Sport, Aid",5.11a A0,1,80.0,48.89239,-118.69927,Okanogan
Where Eagles Dare,Morning Rock - West Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210731/where-eagles-dare,2.0,Trad,5.10d,1,150.0,48.89239,-118.69927,Okanogan
Eagle Scout,Morning Rock - West Face > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/112907677/eagle-scout,2.0,TR,5.11c/d,1,140.0,48.89239,-118.69927,Okanogan
R.N.L.R.,Lower Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210289/rnlr,2.0,Sport,5.5,1,70.0,48.89239,-118.69927,Okanogan
K.I.S.S.,Lower Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210842/kiss,1.0,Trad,5.2,1,60.0,48.89239,-118.69927,Okanogan
Cornflake,Lower Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210857/cornflake,2.0,Trad,5.6,1,15.0,48.89239,-118.69927,Okanogan
Little Crazy,Lower Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210866/little-crazy,1.5,"Trad, Sport",5.8,1,30.0,48.89239,-118.69927,Okanogan
Little Lazy,Lower Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210875/little-lazy,1.5,Trad,5.7,1,25.0,48.89239,-118.69927,Okanogan
After the Fall,Middle Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210804/after-the-fall,3.0,Sport,5.11c,1,45.0,48.89239,-118.69927,Okanogan
Elvis,Middle Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210818/elvis,1.0,Trad,5.8,1,50.0,48.89239,-118.69927,Okanogan
Groovin',Middle Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210830/groovin,1.0,Trad,5.9,1,55.0,48.89239,-118.69927,Okanogan
Riddle Me This,Middle Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210837/riddle-me-this,1.0,Trad,5.10c,1,55.0,48.89239,-118.69927,Okanogan
The Final Word,Middle Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/112811931/the-final-word,-1.0,Trad,5.9,1,60.0,48.89239,-118.69927,Okanogan
Spring Fever,Middle Cliff Morning Rock > Morning Rock > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/112911536/spring-fever,1.0,TR,5.10c,1,35.0,48.89239,-118.69927,Okanogan
Snake Charmer,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210269/snake-charmer,3.0,Trad,5.7,1,165.0,48.89268,-118.70183999999999,Okanogan
Sidewinder,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210896/sidewinder,2.0,"Trad, Sport",5.10a,1,150.0,48.89268,-118.70183999999999,Okanogan
Sidewinder Direct,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210911/sidewinder-direct,2.0,Trad,5.10d,1,120.0,48.89268,-118.70183999999999,Okanogan
Adventures in Nagaland,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210927/adventures-in-nagaland,1.0,Trad,5.10c,1,120.0,48.89268,-118.70183999999999,Okanogan
Fight or Flight,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210955/fight-or-flight,2.0,Sport,5.10d,1,60.0,48.89268,-118.70183999999999,Okanogan
Shed My Skin,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210962/shed-my-skin,1.0,Trad,5.9,1,70.0,48.89268,-118.70183999999999,Okanogan
Snake Pit,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210969/snake-pit,2.0,Sport,5.8,1,55.0,48.89268,-118.70183999999999,Okanogan
Slytherin,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210978/slytherin,1.0,Sport,5.7,1,160.0,48.89268,-118.70183999999999,Okanogan
Fer-de-Lance,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210984/fer-de-lance,1.7,Sport,5.7,1,60.0,48.89268,-118.70183999999999,Okanogan
Baby Snakes,Viper Head > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210990/baby-snakes,1.0,Trad,5.10a,2,170.0,48.89268,-118.70183999999999,Okanogan
Skinny Legs and All,Roadside > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210148/skinny-legs-and-all,3.0,Trad,5.10c,1,60.0,48.905,-118.7255,Okanogan
Another Roadside Attraction,Roadside > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108819546/another-roadside-attraction,1.0,Sport,5.11a,1,60.0,48.905,-118.7255,Okanogan
Jitterbug Perfume,Roadside > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108819554/jitterbug-perfume,2.0,"Trad, Sport",5.10a,1,55.0,48.905,-118.7255,Okanogan
Even a Rottweiler can Bark,Canine Cliff > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210330/even-a-rottweiler-can-bark,2.0,Trad,5.10a,1,160.0,48.905,-118.7255,Okanogan
EVEN A POODLE CAN BITE,Canine Cliff > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/110041507/even-a-poodle-can-bite,1.0,Trad,5.9+,1,160.0,48.905,-118.7255,Okanogan
EVEN A DOG CAN SHAKE HANDS,Canine Cliff > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/110041514/even-a-dog-can-shake-hands,1.0,Trad,5.9,1,160.0,48.905,-118.7255,Okanogan
Monkey See Monkey Do,The Bookstore - Main Area > The Bookstore > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210170/monkey-see-monkey-do,4.0,Sport,5.10b,1,100.0,48.90683,-118.72507,Okanogan
Arrowhead,The Bookstore - Main Area > The Bookstore > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108210233/arrowhead,4.0,Trad,5.9,1,75.0,48.90683,-118.72507,Okanogan
Romancing The Novel,The Bookstore - Main Area > The Bookstore > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108211211/romancing-the-novel,1.0,"Trad, Sport",5.11b,1,65.0,48.90683,-118.72507,Okanogan
Facelift,The Bookstore - Main Area > The Bookstore > Kettle Valley (Curlew) > Okanogan > Washington,https://www.mountainproject.com/route/108211222/facelift,2.0,Sport,5.10a,1,80.0,48.90683,-118.72507,Okanogan
