name,location,url,rating,type,grade,pitches,length,lat,lon,region,yds,protection,ticks,votes,sub_area,area
Layback Crack,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/106145026/layback-crack,2.2,Trad,5.6,1.0,30.0,46.60465,-117.35937,SouthEast,6.0,,57,19,Granite Point Roped , Granite Point 
Steroids to heaven,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/106446464/steroids-to-heaven,3.0,Sport,5.12c PG13,1.0,45.0,46.60465,-117.35937,SouthEast,12.0,PG13,2,1,Granite Point Roped , Granite Point 
Madness Among Us,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/106816896/madness-among-us,3.0,Sport,5.13-,1.0,50.0,46.60465,-117.35937,SouthEast,13.0,,0,1,Granite Point Roped , Granite Point 
Rotten Crack,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/107113069/rotten-crack,2.8,Sport,5.10b,1.0,40.0,46.60465,-117.35937,SouthEast,10.0,,65,21,Granite Point Roped , Granite Point 
5.5 Crack,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/108318876/55-crack,1.0,Trad,5.5,1.0,35.0,46.60465,-117.35937,SouthEast,5.0,,20,9,Granite Point Roped , Granite Point 
Subterfuge,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/111958006/subterfuge,2.1,Sport,5.9,1.0,30.0,46.60465,-117.35937,SouthEast,9.0,,46,13,Granite Point Roped , Granite Point 
Ephemeral Arete,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/111958070/ephemeral-arete,2.1,Sport,5.8,1.0,45.0,46.60465,-117.35937,SouthEast,8.0,,38,10,Granite Point Roped , Granite Point 
Ballscratcher,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/111958090/ballscratcher,1.6,Trad,5.7,1.0,45.0,46.60465,-117.35937,SouthEast,7.0,,24,7,Granite Point Roped , Granite Point 
Insecurity Issues,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/112860750/insecurity-issues,2.2,Sport,5.10d,1.0,25.0,46.60465,-117.35937,SouthEast,10.0,,12,6,Granite Point Roped , Granite Point 
Pendulum/Papa Pigscruck,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/113064994/pendulumpapa-pigscruck,2.4,Sport,5.10a/b,1.0,40.0,46.60465,-117.35937,SouthEast,10.0,,8,7,Granite Point Roped , Granite Point 
Pieta,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114782636/pieta,3.0,Sport,5.11a,1.0,50.0,46.60465,-117.35937,SouthEast,11.0,,20,8,Granite Point Roped , Granite Point 
Dreamscape,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114782725/dreamscape,2.7,Sport,5.10b/c,1.0,40.0,46.60465,-117.35937,SouthEast,10.0,,33,7,Granite Point Roped , Granite Point 
The Pillar,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/117505758/the-pillar,3.0,Sport,5.11+,1.0,50.0,46.60465,-117.35937,SouthEast,11.0,,5,2,Granite Point Roped , Granite Point 
Insecurity Issues 2: The Electric Boogaloo,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/118586289/insecurity-issues-2-the-electric-boogaloo,1.8,Sport,5.8-,1.0,20.0,46.60465,-117.35937,SouthEast,8.0,,9,4,Granite Point Roped , Granite Point 
Unknown (?Nirvana Blues),Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/119562187/unknown-nirvana-blues,3.0,Sport,5.11,1.0,40.0,46.60465,-117.35937,SouthEast,11.0,,3,1,Granite Point Roped , Granite Point 
Insecurity Issues Crack,Granite Point Roped > Granite Point > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/120535149/insecurity-issues-crack,2.0,Trad,5.8,1.0,20.0,46.60465,-117.35937,SouthEast,8.0,,1,1,Granite Point Roped , Granite Point 
Moe,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/107487374/moe,2.0,Sport,5.8,1.0,50.0,46.12344,-117.81893,SouthEast,8.0,,0,1,The Dikes , Southeast Corner 
Redtail Arete,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/107487392/redtail-arete,2.3,Sport,5.7,1.0,60.0,46.12344,-117.81893,SouthEast,7.0,,2,3,The Dikes , Southeast Corner 
Ahoot,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/107487399/ahoot,2.5,Sport,5.8,2.0,70.0,46.12344,-117.81893,SouthEast,8.0,,1,2,The Dikes , Southeast Corner 
Joe's Route,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/107487406/joes-route,1.0,Sport,5.8,1.0,30.0,46.12344,-117.81893,SouthEast,8.0,,0,2,The Dikes , Southeast Corner 
Unknown Climb Up the Castle,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/113648796/unknown-climb-up-the-castle,1.0,Sport,5.8+,1.0,40.0,46.12344,-117.81893,SouthEast,8.0,,2,1,The Dikes , Southeast Corner 
Just Enough,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114414838/just-enough,2.0,Sport,5.8,1.0,70.0,46.12344,-117.81893,SouthEast,8.0,,1,1,The Dikes , Southeast Corner 
Notta Slab,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114414866/notta-slab,2.0,Sport,5.8,1.0,70.0,46.12344,-117.81893,SouthEast,8.0,,1,1,The Dikes , Southeast Corner 
Lady Slipper,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114414890/lady-slipper,3.0,Sport,5.5,2.0,100.0,46.12344,-117.81893,SouthEast,5.0,,4,1,The Dikes , Southeast Corner 
Red Zinger,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114414925/red-zinger,2.0,Sport,5.7,1.0,30.0,46.12344,-117.81893,SouthEast,7.0,,1,1,The Dikes , Southeast Corner 
Morning Thunder,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114414942/morning-thunder,2.0,Sport,5.9,1.0,35.0,46.12344,-117.81893,SouthEast,9.0,,1,1,The Dikes , Southeast Corner 
Czech it Out,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114414964/czech-it-out,3.0,Sport,5.10a,1.0,40.0,46.12344,-117.81893,SouthEast,10.0,,1,1,The Dikes , Southeast Corner 
Heinous Thing,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114415003/heinous-thing,3.0,Sport,5.10b,1.0,45.0,46.12344,-117.81893,SouthEast,10.0,,1,1,The Dikes , Southeast Corner 
Safety Dance,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114416216/safety-dance,1.0,Sport,5.8,1.0,40.0,46.12344,-117.81893,SouthEast,8.0,,0,1,The Dikes , Southeast Corner 
Henpecked,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114419486/henpecked,3.0,Sport,5.7,1.0,25.0,46.12344,-117.81893,SouthEast,7.0,,0,1,The Dikes , Southeast Corner 
Bachelor Party,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114419638/bachelor-party,3.0,Sport,5.9,1.0,40.0,46.12344,-117.81893,SouthEast,9.0,,1,1,The Dikes , Southeast Corner 
Face Farce,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114419812/face-farce,2.0,Sport,5.8,1.0,35.0,46.12344,-117.81893,SouthEast,8.0,,0,1,The Dikes , Southeast Corner 
A Little Something,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114419961/a-little-something,2.0,Sport,5.7,1.0,30.0,46.12344,-117.81893,SouthEast,7.0,,0,1,The Dikes , Southeast Corner 
Incoming,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114792176/incoming,3.0,Sport,5.8,1.0,80.0,46.12344,-117.81893,SouthEast,8.0,,3,1,The Dikes , Southeast Corner 
UNK,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114792352/unk,2.0,Sport,5.10b,1.0,35.0,46.12344,-117.81893,SouthEast,10.0,,1,1,The Dikes , Southeast Corner 
Firearms,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114814564/firearms,2.0,Sport,5.10b,1.0,35.0,46.12344,-117.81893,SouthEast,10.0,,1,1,The Dikes , Southeast Corner 
Internal Combustion,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114814768/internal-combustion,3.0,Sport,5.10a,1.0,45.0,46.12344,-117.81893,SouthEast,10.0,,1,1,The Dikes , Southeast Corner 
Just For Fun,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/114814868/just-for-fun,1.0,Sport,5.5,1.0,40.0,46.12344,-117.81893,SouthEast,5.0,,1,1,The Dikes , Southeast Corner 
Monkey On A Woodpile,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/117790387/monkey-on-a-woodpile,1.0,Sport,5.5,1.0,40.0,46.12344,-117.81893,SouthEast,5.0,,1,1,The Dikes , Southeast Corner 
Cordwood,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/117790472/cordwood,0.0,Sport,5.8,1.0,60.0,46.12344,-117.81893,SouthEast,8.0,,2,1,The Dikes , Southeast Corner 
UNK,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/117790550/unk,3.0,Sport,5.10c/d,1.0,40.0,46.12344,-117.81893,SouthEast,10.0,,1,1,The Dikes , Southeast Corner 
UNK,The Dikes > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/117792017/unk,2.0,Sport,5.7,2.0,120.0,46.12344,-117.81893,SouthEast,7.0,,0,1,The Dikes , Southeast Corner 
Death By Jenga,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024153/death-by-jenga,1.8,Sport,5.7+,1.0,,46.03662,-118.93495,SouthEast,7.0,,25,12,Lower Band , Wallula Gap 
Jungle Butt,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024197/jungle-butt,1.0,Trad,5.7,1.0,,46.03662,-118.93495,SouthEast,7.0,,8,6,Lower Band , Wallula Gap 
Indirect Irregular West Face Buttress,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024219/indirect-irregular-west-face-buttress,2.2,Trad,5.7+,1.0,,46.03662,-118.93495,SouthEast,7.0,,13,6,Lower Band , Wallula Gap 
Sage,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024245/sage,2.1,Sport,5.10a,1.0,,46.03662,-118.93495,SouthEast,10.0,,41,10,Lower Band , Wallula Gap 
Lovin' on the Run,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024268/lovin-on-the-run,3.0,Trad,5.10+,1.0,,46.03662,-118.93495,SouthEast,10.0,,12,4,Lower Band , Wallula Gap 
The Martini,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024311/the-martini,2.4,Sport,5.11b,1.0,,46.03662,-118.93495,SouthEast,11.0,,25,13,Lower Band , Wallula Gap 
Loess Without You,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024424/loess-without-you,2.3,Sport,5.10,1.0,,46.03662,-118.93495,SouthEast,10.0,,33,15,Lower Band , Wallula Gap 
Mafic Wave,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024452/mafic-wave,2.5,Sport,5.9-,1.0,,46.03662,-118.93495,SouthEast,9.0,,60,15,Lower Band , Wallula Gap 
Feelin 22,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024495/feelin-22,2.5,Trad,5.10-,1.0,,46.03662,-118.93495,SouthEast,10.0,,13,10,Lower Band , Wallula Gap 
Hang Loose,Lower Band > Wallula Gap > Southeast Corner > Washington,https://www.mountainproject.com/route/stats/109024523/hang-loose,2.3,Trad,5.11c,1.0,,46.03662,-118.93495,SouthEast,11.0,,9,8,Lower Band , Wallula Gap 
